Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
f037fafd1e525e3c0aba412a0fe7f073,Miss Chase Women's High Low Dress,<p>Miss Chase Women's High Low Dress - Buy White Miss Chase Women's High Low Dress For Only Rs. 1549 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's High Low Dress,,,,,,,,DREDZPX3Y3HSV9EG,0.0,,10,deny,manual,929.0,1549.0,True,True,,,,,,,,,False,,,,kg,,,active
1ca39ed7a07a661a6efb08366508a36c,Jiiah Women's Shift Dress,<p>Jiiah Women's Shift Dress - Buy Light Blue Jiiah Women's Shift Dress For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Jiiah Women's Shift Dress,,,,,,,,DREE4V9ZYNGWHTGG,0.0,,10,deny,manual,999.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
db055d863f557cce4908325af347f656,Ladybug Women's Layered Dress,<p>Ladybug Women's Layered Dress - Buy Brown Ladybug Women's Layered Dress For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Layered Dress,,,,,,,,DREDXGQEHEMCBXGV,0.0,,10,deny,manual,799.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
4238b3c8d5466d0c2e10761018f18e6a,Lady Stark Women's Gathered Dress,<p>Lady Stark Women's Gathered Dress - Buy Sea Green Lady Stark Women's Gathered Dress For Only Rs. 1790 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Lady Stark Women's Gathered Dress,,,,,,,,DREE93UZUFGJCVBE,0.0,,10,deny,manual,690.0,1790.0,True,True,,,,,,,,,False,,,,kg,,,active
d229ad2b6f17e3a2604eb80292bccf69,Ladybug Women's Gathered Dress,<p>Ladybug Women's Gathered Dress - Buy Grey Ladybug Women's Gathered Dress For Only Rs. 1199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Gathered Dress,,,,,,,,DREDXGQEAYDGHZVZ,0.0,,10,deny,manual,959.0,1199.0,True,True,,,,,,,,,False,,,,kg,,,active
4968c5ec9b0a3a8e6213a5edffba5061,Latin Quarters Women's Gathered Dress,<p>Latin Quarters Women's Gathered Dress - Buy Ivory Latin Quarters Women's Gathered Dress For Only Rs. 2400 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Latin Quarters Women's Gathered Dress,,,,,,,,DREE7GUQZJHUPYJS,0.0,,10,deny,manual,960.0,2400.0,True,True,,,,,,,,,False,,,,kg,,,active
78b809c6071cd8e115d853586f1427e4,Limerence Women's A-line Dress,<p>Limerence Women's A-line Dress - Buy Multicolor Limerence Women's A-line Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Limerence Women's A-line Dress,,,,,,,,DREE98ASFNXZF8QT,0.0,,10,deny,manual,999.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
3f5eb4d138d47671b89cc6992610a131,Ladybug Women's Layered Dress,<p>Ladybug Women's Layered Dress - Buy Red Ladybug Women's Layered Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Layered Dress,,,,,,,,DREDXGQDZPEWPGQU,0.0,,10,deny,manual,909.0,1299.0,True,True,,,,,,,,,False,,,,kg,,,active
9f24a33a43a91dca891bf309e7c3ce55,Indi Bargain Women's A-line Dress,<p>Indi Bargain Women's A-line Dress - Buy Black Indi Bargain Women's A-line Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Indi Bargain Women's A-line Dress,,,,,,,,DREE8UGV4TPYFQH6,0.0,,10,deny,manual,799.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
103a0afd5c9425ca2b858805e54dc529,Indi Bargain Women's A-line Dress,<p>Indi Bargain Women's A-line Dress - Buy Pink Indi Bargain Women's A-line Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Indi Bargain Women's A-line Dress,,,,,,,,DREE5C9M8MKHUQV8,0.0,,10,deny,manual,899.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
116d1aaed716e1e8c1893c22f598645f,Motif Women's A-line Dress,"<p>Motif Women's A-line Dress - Buy Beige, Orange Motif Women's A-line Dress For Only Rs. 1860 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Motif Women's A-line Dress,,,,,,,,DREE64PGD8YSWH9K,0.0,,10,deny,manual,930.0,1860.0,True,True,,,,,,,,,False,,,,kg,,,active
216c966a5d3fb73903b745e99888ca53,Inmark Women's Empire Waist Dress,"<p>Inmark Women's Empire Waist Dress<br>
                         Price: Rs. 718<br>
				<br>
			A truly covetable piece to make a fresh style statement! Cinched at the waist to flatter your figure, this maxi dress is a light-weigth take on a style that is feminine and free-spirited.:: 50% Cotton, 50% Viscose:: Regular Fit:: Round Neck:: Sleeveless:: Lace Detail at the back:: Model is wearing size SDid you know?The five most common clothing materials are linen, cotton, polyester, and rayon.<br>
A truly covetable piece to make a fresh style statement! Cinched at the waist to flatter your figure, this maxi dress is a light-weigth take on a style that is feminine and free-spirited.:: 50% Cotton, 50% Viscose:: Regular Fit:: Round Neck:: Sleeveless:: Lace Detail at the back:: Model is wearing size SDid you know?The five most common clothing materials are linen, cotton, polyester, and rayon.</p>",Unknown,,Clothing,Clothing,True,Title,Inmark Women's Empire Waist Dress,,,,,,,,DREE6UDPXG5TDFCR,0.0,,10,deny,manual,718.0,1199.0,True,True,,,,,,,,,False,,,,kg,,,active
bdafd7f34c6baa1f9ba439b4fe3f99cb,La Zoire Women's Shift Dress,<p>La Zoire Women's Shift Dress - Buy Red Black Multi La Zoire Women's Shift Dress For Only Rs. 799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,La Zoire Women's Shift Dress,,,,,,,,DREDZZN2ZZEZKQMX,0.0,,10,deny,manual,799.0,799.0,True,True,,,,,,,,,False,,,,kg,,,active
fc79ac3d9a3155f810ec36ecde0a6a2c,Lifestyle Preview Women's Gathered Dress,<p>Lifestyle Preview Women's Gathered Dress - Buy Black Lifestyle Preview Women's Gathered Dress For Only Rs. 1200 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Lifestyle Preview Women's Gathered Dress,,,,,,,,DREEBRD4BNGGSWSC,0.0,,10,deny,manual,899.0,1200.0,True,True,,,,,,,,,False,,,,kg,,,active
bd0142c1e6090408ca4c10e7eeb3872f,HUGO CHAVEZ Women's Bandage Dress,<p>HUGO CHAVEZ Women's Bandage Dress - Buy Red HUGO CHAVEZ Women's Bandage Dress For Only Rs. 2499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,HUGO CHAVEZ Women's Bandage Dress,,,,,,,,DREE7UCDU7JASMGR,0.0,,10,deny,manual,777.0,2499.0,True,True,,,,,,,,,False,,,,kg,,,active
1fcafe3b3f3f07ed7b964d00400735ed,Meiro Women's Shift Dress,<p>Meiro Women's Shift Dress - Buy Pink Meiro Women's Shift Dress For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Meiro Women's Shift Dress,,,,,,,,DREE4CYTN7FDZQHH,0.0,,10,deny,manual,699.0,1399.0,True,True,,,,,,,,,False,,,,kg,,,active
c347a5c571ae3626813be7fd824bcafe,Kaira Women's Bandage Dress,<p>Kaira Women's Bandage Dress - Buy Maroon Kaira Women's Bandage Dress For Only Rs. 730 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kaira Women's Bandage Dress,,,,,,,,DREEAZADCAYGQUEG,0.0,,10,deny,manual,730.0,730.0,True,True,,,,,,,,,False,,,,kg,,,active
0ead48932dad20b680f05017a0f4ce62,IDK Woman Women's Shift Dress,"<p>IDK Woman Women's Shift Dress<br>
                         Price: Rs. 898<br>
				<br>
			Dress to impress in this contemporary design!<br>
Crafted from rayon fabric it is easy to wear and lightweight. Monochrome<br>
stripes adorn the bodice that leads to a solid skirt. An elasticated waist band<br>
adds the perfect cinch for this design.</p>

<p>Wear yours with a pair of pumps for a night out with the girls.</p>

<p>Did you know?<br>
Up until the 19th century, children were dressed as miniature adults.</p>

<p>Sleeveless::Round neck::Elasticated waist::Rayon::Hand or machine wash cold::Do not bleach::Wash dark colours separately::Dry in shade::Iron inside out<br>
Dress to impress in this contemporary design!<br>
Crafted from rayon fabric it is easy to wear and lightweight. Monochrome<br>
stripes adorn the bodice that leads to a solid skirt. An elasticated waist band<br>
adds the perfect cinch for this design.</p>

<p>Wear yours with a pair of pumps for a night out with the girls.</p>

<p>Did you know?<br>
Up until the 19th century, children were dressed as miniature adults.</p>

<p>Sleeveless::Round neck::Elasticated waist::Rayon::Hand or machine wash cold::Do not bleach::Wash dark colours separately::Dry in shade::Iron inside out</p>",Unknown,,Clothing,Clothing,True,Title,IDK Woman Women's Shift Dress,,,,,,,,DREDZT5WGMYXBSWY,0.0,,10,deny,manual,898.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
87dfd85bd9c5e2bd89ca4d7011aca76e,Miss India Women's Shift Dress,<p>Miss India Women's Shift Dress - Buy Khakhi Miss India Women's Shift Dress For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss India Women's Shift Dress,,,,,,,,DREE7FT8HF9P5HCC,0.0,,10,deny,manual,949.0,1799.0,True,True,,,,,,,,,False,,,,kg,,,active
0968016aee766537f71c00484383a508,Mayra Women's Maxi Dress,<p>Mayra Women's Maxi Dress - Buy Blue Mayra Women's Maxi Dress For Only Rs. 1995 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Mayra Women's Maxi Dress,,,,,,,,DREEAGZFZZFVDCNN,0.0,,10,deny,manual,799.0,1995.0,True,True,,,,,,,,,False,,,,kg,,,active
fbbee8570994a194fdd2593aea1c1939,My Addiction Women's Sheath Dress,<p>My Addiction Women's Sheath Dress - Buy Olive Green My Addiction Women's Sheath Dress For Only Rs. 0.0 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,My Addiction Women's Sheath Dress,,,,,,,,DREDS7SAVKTAZE96,0.0,,10,deny,manual,719.0,1199.0,True,True,,,,,,,,,False,,,,kg,,,active
ae7e3305a4146f26a7acb018b8836b2f,Hermosear Women's Peplum Dress,<p>Hermosear Women's Peplum Dress - Buy Red Hermosear Women's Peplum Dress For Only Rs. 2199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Hermosear Women's Peplum Dress,,,,,,,,DREE3Z8YHYSFCWTZ,0.0,,10,deny,manual,789.0,2199.0,True,True,,,,,,,,,False,,,,kg,,,active
96a8400c1295c477073e07a29ea7ed57,Karyn Women's A-line Dress,"<p>Karyn Women's A-line Dress<br>
                         Price: Rs. 669<br>
				<br>
			Sleeve less multicolor flower shift dress<br>
Sleeve less multicolor flower shift dress</p>",Unknown,,Clothing,Clothing,True,Title,Karyn Women's A-line Dress,,,,,,,,DREE8DTR3JRW3DND,0.0,,10,deny,manual,669.0,669.0,True,True,,,,,,,,,False,,,,kg,,,active
ca3d504f31b79f313488c912e2702f8c,Kiosha Women's A-line Dress,"<p>Kiosha Women's A-line Dress - Buy Blue, Green Kiosha Women's A-line Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Kiosha Women's A-line Dress,,,,,,,,DREEBG9BTM4R4WUJ,0.0,,10,deny,manual,696.0,1599.0,True,True,,,,,,,,,False,,,,kg,,,active
832a691f76c492a8a001feaa8de0a650,Hugo Chavez Women's High Low Dress,<p>Hugo Chavez Women's High Low Dress - Buy Black Hugo Chavez Women's High Low Dress For Only Rs. 2575 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Hugo Chavez Women's High Low Dress,,,,,,,,DREEYJZ7RH39FZ9H,0.0,,10,deny,manual,997.0,2575.0,True,True,,,,,,,,,False,,,,kg,,,active
71c045626c0129aa980a41a9eaca5a31,Ladybug Women's Layered Dress,<p>Ladybug Women's Layered Dress - Buy White Ladybug Women's Layered Dress For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Layered Dress,,,,,,,,DREDXGQEXWHQBATG,0.0,,10,deny,manual,999.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
9d7254ab1db38841c69456e660cd7342,Miss Chase Women's Bandage Dress,"<p>Miss Chase Women's Bandage Dress - Buy White, Black Miss Chase Women's Bandage Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's Bandage Dress,,,,,,,,DREE26VHUFEGXXNM,0.0,,10,deny,manual,640.0,1599.0,True,True,,,,,,,,,False,,,,kg,,,active
57fd979f9c2cb7a298a084c02f5b22d8,Koma Store Women's Shift Dress,"<p>Koma Store Women's Shift Dress - Buy Black, Red Koma Store Women's Shift Dress For Only Rs. 2799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,Koma Store Women's Shift Dress,,,,,,,,DREEAMCBFCGUZZKZ,0.0,,10,deny,manual,899.0,2799.0,True,True,,,,,,,,,False,,,,kg,,,active
7c76dc8716298827aeac035276c89b6f,Miss Chase Women's Sheath Dress,<p>Miss Chase Women's Sheath Dress - Buy Coral Miss Chase Women's Sheath Dress For Only Rs. 1699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Miss Chase Women's Sheath Dress,,,,,,,,DREDVGBGWKSAAVVG,0.0,,10,deny,manual,680.0,1699.0,True,True,,,,,,,,,False,,,,kg,,,active
8b6ad86324ce91c3851e0d57626cc826,Her Grace Women's A-line Dress,<p>Her Grace Women's A-line Dress - Buy Blue Her Grace Women's A-line Dress For Only Rs. 1899 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Her Grace Women's A-line Dress,,,,,,,,DREEARMHWMVYQR45,0.0,,10,deny,manual,949.0,1899.0,True,True,,,,,,,,,False,,,,kg,,,active
720eeae268f5b839fc1c2fc9e20b7536,Jaipur Craft Shop Women's Empire Waist Dress,"<p>Jaipur Craft Shop Women's Empire Waist Dress<br>
                         Price: Rs. 749<br>
				<br>
			Material :- Cotton <br>
Condition :- 100% Brand New <br>
Easy To Use Hand Wash <br>
Size:- M <br>
Qty: 1 Pc <br>
Length: 39inch<br>
Material :- Cotton <br>
Condition :- 100% Brand New <br>
Easy To Use Hand Wash <br>
Size:- M <br>
Qty: 1 Pc <br>
Length: 39inch</p>",Unknown,,Clothing,Clothing,True,Title,Jaipur Craft Shop Women's Empire Waist Dress,,,,,,,,DREEBDE8NWZNJJZE,0.0,,10,deny,manual,749.0,899.0,True,True,,,,,,,,,False,,,,kg,,,active
a05cf40c430b2d93b5930c3251d7287d,Maggie Women's Maxi Dress,"<p>Maggie Women's Maxi Dress<br>
                         Price: Rs. 899<br>
				<br>
			Flaunt sartorial elegance wearing this grey and blue colored maxi dress from the house of Maggie. Its unique design and beautiful color will fetch a lot of second glances as you club it with contrast colored pumps and flashy accessory. This awesome dress with the combination of beautiful colors features round neck, geometric printed pattern and excellent stitching. Intricately crafted from georgette fabric, this pretty piece is tough and able to withstand rigorous wear. With its sleeveless adornment, this beauty number will flaunt your curvaceous figure.<br>
Flaunt sartorial elegance wearing this grey and blue colored maxi dress from the house of Maggie. Its unique design and beautiful color will fetch a lot of second glances as you club it with contrast colored pumps and flashy accessory. This awesome dress with the combination of beautiful colors features round neck, geometric printed pattern and excellent stitching. Intricately crafted from georgette fabric, this pretty piece is tough and able to withstand rigorous wear. With its sleeveless adornment, this beauty number will flaunt your curvaceous figure.</p>",Unknown,,Clothing,Clothing,True,Title,Maggie Women's Maxi Dress,,,,,,,,DREECCMNTG6KXD77,0.0,,10,deny,manual,899.0,2699.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/1-1-mg258-maggie-42-original-imaechwwhggdckwg.jpg?v=1757841472,1.0,,False,,,,kg,,,active
2cce6d70f82b075610e5996ed7121481,Mayra Women's A-line Dress,<p>Mayra Women's A-line Dress - Buy Black Mayra Women's A-line Dress For Only Rs. 1995 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Mayra Women's A-line Dress,,,,,,,,DREE88KMCGFCEHJR,0.0,,10,deny,manual,799.0,1995.0,True,True,,,,,,,,,False,,,,kg,,,active
2b44b1f2565daa1f7de49cddfcb06b90,I Am For You Women's Sheath Dress,"<p>I Am For You Women's Sheath Dress - Buy Red, Black I Am For You Women's Sheath Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>",Unknown,,Clothing,Clothing,True,Title,I Am For You Women's Sheath Dress,,,,,,,,DREE484RTSHA9TQH,0.0,,10,deny,manual,799.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
dc8bc8c4f69af4e49a8792e8368c0064,Honey by Pantaloons Women's A-line Dress,<p>Honey by Pantaloons Women's A-line Dress - Buy Ecru Honey by Pantaloons Women's A-line Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Honey by Pantaloons Women's A-line Dress,,,,,,,,DREE87ESGZM4KEJF,0.0,,10,deny,manual,899.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
e585a849c82f24393bb7436727402ce4,Kwardrobe Women's Sheath Dress,<p>Kwardrobe Women's Sheath Dress - Buy White Kwardrobe Women's Sheath Dress For Only Rs. 1150 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Kwardrobe Women's Sheath Dress,,,,,,,,DREEBN4SUJFGYTNY,0.0,,10,deny,manual,805.0,1150.0,True,True,,,,,,,,,False,,,,kg,,,active
5079215f092b5e0cac235f045902672b,Meiro Women's Sheath Dress,<p>Meiro Women's Sheath Dress - Buy Black Meiro Women's Sheath Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Meiro Women's Sheath Dress,,,,,,,,DREE88DFXJXCYPGF,0.0,,10,deny,manual,749.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
23538892b61c572f52f7340cc04be5b5,Loco En Cabeza Women's Shift Dress,<p>Loco En Cabeza Women's Shift Dress - Buy Multi Loco En Cabeza Women's Shift Dress For Only Rs. 1899 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Loco En Cabeza Women's Shift Dress,,,,,,,,DREEBD64ZVMYY8S2,0.0,,10,deny,manual,999.0,1899.0,True,True,,,,,,,,,False,,,,kg,,,active
e8989295e9d5b6e6814d3ddd09748496,L'Elegantae Women's A-line Dress,<p>L'Elegantae Women's A-line Dress - Buy Burgundy L'Elegantae Women's A-line Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,L'Elegantae Women's A-line Dress,,,,,,,,DREE8FH9VMKCVGKN,0.0,,10,deny,manual,749.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
1662612ac8e140ee44926eb2dce39784,Mayra Women's Shift Dress,"<p>Mayra Women's Shift Dress<br>
                         Price: Rs. 799<br>
				<br>
			Breathe life into your seasonal wardrobe as you wear this shift Dress from the house of Mayra. This attractive shift Dress is the flavour of the season and will give you a sassy look. Its unique design and beautiful colour will fetch a lot of second glances as you club it with contrast coloured pumps and flashy accessory.<br>
Breathe life into your seasonal wardrobe as you wear this shift Dress from the house of Mayra. This attractive shift Dress is the flavour of the season and will give you a sassy look. Its unique design and beautiful colour will fetch a lot of second glances as you club it with contrast coloured pumps and flashy accessory.</p>",Unknown,,Clothing,Clothing,True,Title,Mayra Women's Shift Dress,,,,,,,,DREECGQ8W5SEY7PB,0.0,,10,deny,manual,799.0,1995.0,True,True,,,,,,,,,False,,,,kg,,,active
1819efaf75b4b70da404ce325438697d,Ladybug Women's A-line Dress,"<p>Ladybug Women's A-line Dress<br>
                         Price: Rs. 699<br>
				<br>
			Knee length dress with tie up belt, stitched ruffle embellishment at neck, fully Lined<br>
Knee length dress with tie up belt, stitched ruffle embellishment at neck, fully Lined</p>",Unknown,,Clothing,Clothing,True,Title,Ladybug Women's A-line Dress,,,,,,,,DREDSUZWUZMYFJMF,0.0,,10,deny,manual,699.0,999.0,True,True,,,,,,,,,False,,,,kg,,,active
b7322b0c30d22513dfdbd5e23c908c65,Label VR Women's A-line Dress,<p>Label VR Women's A-line Dress - Buy Navy Label VR Women's A-line Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Label VR Women's A-line Dress,,,,,,,,DREEAHF5XYVZYBWH,0.0,,10,deny,manual,909.0,1299.0,True,True,,,,,,,,,False,,,,kg,,,active
c8e5d1d03955375d59ce4d0967ece696,Madaam Women's Shift Dress,"<p>Madaam Women's Shift Dress<br>
                         Price: Rs. 999<br>
				<br>
			** Best Suited for (Inch):- <br>
Medium:- Bust(33-40) , Waist(26-32) , Hip(37-47) , Length(26)<br>
Large:- Bust(34-42) , Waist(27-33) , Hip(38-50) , Length(27)<br>
** Vinyl Panels on the front<br>
Very sultry and seductive, this strapless black mini dress with stretch vinyl panels on the front that is meant to shaping any wearer a more slender curvaceous silhouette on the base of formfitting design. What’s more, the shiny vinyl panels design is decorative which adds sparkle. This mini dress is a fantastic piece for those females who desire to show a sexiest contour at the party/club.<br>
** Best Suited for (Inch):- <br>
Medium:- Bust(33-40) , Waist(26-32) , Hip(37-47) , Length(26)<br>
Large:- Bust(34-42) , Waist(27-33) , Hip(38-50) , Length(27)<br>
** Vinyl Panels on the front<br>
Very sultry and seductive, this strapless black mini dress with stretch vinyl panels on the front that is meant to shaping any wearer a more slender curvaceous silhouette on the base of formfitting design. What’s more, the shiny vinyl panels design is decorative which adds sparkle. This mini dress is a fantastic piece for those females who desire to show a sexiest contour at the party/club.</p>",Unknown,,Clothing,Clothing,True,Title,Madaam Women's Shift Dress,,,,,,,,DREE62Q4PNZXGYNZ,0.0,,10,deny,manual,999.0,3999.0,True,True,,,,,,,,,False,,,,kg,,,active
37c8607af34827ff5e50972ee7479c12,Kashana Women's A-line Dress,"<p>Kashana Women's A-line Dress<br>
                         Price: Rs. 690<br>
				<br>
			Revamp your wardrobe with some fresh and exclusive designer wear apparels from the house of Kashana Fashions. Featuring a smart sleeveless white colored polyester dress with casual round neck and pretty floral pattern that makes it a perfect party pick. A must have apparel in your wardrobe!<br>
Revamp your wardrobe with some fresh and exclusive designer wear apparels from the house of Kashana Fashions. Featuring a smart sleeveless white colored polyester dress with casual round neck and pretty floral pattern that makes it a perfect party pick. A must have apparel in your wardrobe!</p>",Unknown,,Clothing,Clothing,True,Title,Kashana Women's A-line Dress,,,,,,,,DREEBZB5XEMEEF3Z,0.0,,10,deny,manual,690.0,2299.0,True,True,,,,,,,,,False,,,,kg,,,active
de162ca6e0984d2f7d2595f63cb6f599,Ladybug Women's Shift Dress,<p>Ladybug Women's Shift Dress - Buy Beige Ladybug Women's Shift Dress For Only Rs. 1199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,Ladybug Women's Shift Dress,,,,,,,,DREE8G3HZWN58SRH,0.0,,10,deny,manual,959.0,1199.0,True,True,,,,,,,,,False,,,,kg,,,active
04a00893073b5cc601c794eea4b39c9d,IDK Woman Women's Sheath Dress,<p>IDK Woman Women's Sheath Dress - Buy Multi Colour IDK Woman Women's Sheath Dress For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,IDK Woman Women's Sheath Dress,,,,,,,,DREDZT5WZVYKN8JY,0.0,,10,deny,manual,898.0,1499.0,True,True,,,,,,,,,False,,,,kg,,,active
eb054dd4ed06d8326939dfe089427613,L'appel Du Vide Women's Shift Dress,<p>L'appel Du Vide Women's Shift Dress - Buy Black L'appel Du Vide Women's Shift Dress For Only Rs. 1999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com</p>,Unknown,,Clothing,Clothing,True,Title,L'appel Du Vide Women's Shift Dress,,,,,,,,DREEBG9AQKX8FHUX,0.0,,10,deny,manual,949.0,1999.0,True,True,,,,,,,,,False,,,,kg,,,active
b51aa51fde1c3426dd281b71fc424f3a,Love From India Women's A-line Dress,"<p>Love From India Women's A-line Dress<br>
                         Price: Rs. 999<br>
				<br>
			Enrich your vogue by this Poly Material Tunic by Love From India. Spread your magnetism with this vibrant Tunic. You can express your vivacious presence every-day with these gorgeous Tunic.This one pc is accompanied with a stylish Free Bandana.<br>
Enrich your vogue by this Poly Material Tunic by Love From India. Spread your magnetism with this vibrant Tunic. You can express your vivacious presence every-day with these gorgeous Tunic.This one pc is accompanied with a stylish Free Bandana.</p>",Unknown,,Clothing,Clothing,True,Title,Love From India Women's A-line Dress,,,,,,,,DREE7TACGGZQYTHZ,0.0,,10,deny,manual,999.0,2790.0,True,True,,,,,,,,,False,,,,kg,,,active
